0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
 Is there anything else I could assist with today? nah it was nice talking to you!| Hello, I heard that you are looking for a movie recommendation. What sort of movies are you into? I like comedies and movies that have really cool cinemotography| I like [ITEM] [ITEM] And i watched [ITEM] last night and it was pretty good I have never seen either of those movies. do you like comedies like [ITEM] or something like [ITEM]| Yeah i like [ITEM] adam sandler is so silly| i like absurdist humor Yes Adam Sandler has made so many great movies, I even like his newer ones like [ITEM] and [ITEM] .| [ITEM] is my favorite| I love the movie [ITEM] an all time favorite|||||||||||||||||||||
 That's great| Hello can you tell me what kind of movies you like best? hello| i'm the seeker now you should recommend me any movie I just watched [ITEM] and i liked I could recommend [ITEM] .|||||||||||||||||||||||||
 i have not seen them| Hello can you tell me what kind of movies you like best? hello| i'm the seeker now you should recommend me any movie I just watched [ITEM] and i liked I could recommend [ITEM] .| That's great| I also enjoy classic horror movies like [ITEM] and [ITEM]|||||||||||||||||||||||
 Thank you for helping me| Hello can you tell me what kind of movies you like best? hello| i'm the seeker now you should recommend me any movie I just watched [ITEM] and i liked I could recommend [ITEM] .| That's great| I also enjoy classic horror movies like [ITEM] and [ITEM]| i have not seen them| but i could try them those sounds very interesting i just watched [ITEM] the new one Are those Scary movies too? I love [ITEM] and [ITEM] . Yes they are some classic scary movies. I haven't watched it yet myself but I have heard great things about [ITEM] .|||||||||||||||||||||
 that's is very interesting and funny you should try them Yes I have seen that Movie it is very funny| Tell me what would you like to watch? i just watched [ITEM] Have you seen it? or do you like Scary movies? have you ever seen [ITEM] ? I like a lot of different movies. Thinking about some comedies something like [ITEM]| have you ever seen [ITEM] ?|||||||||||||||||||||||||
 There are many of those movies any of them are really awesome I also like [ITEM] and [ITEM] .| Tell me what would you like to watch? i just watched [ITEM] Have you seen it? or do you like Scary movies? have you ever seen [ITEM] ? I like a lot of different movies. Thinking about some comedies something like [ITEM]| have you ever seen [ITEM] ?| that's is very interesting and funny you should try them Yes I have seen that Movie it is very funny| i also would recommend you [ITEM]|||||||||||||||||||||||
 Well, enjoy your evening good bye These sound like some great movies to look into thank you, good bye.| Tell me what would you like to watch? i just watched [ITEM] Have you seen it? or do you like Scary movies? have you ever seen [ITEM] ? I like a lot of different movies. Thinking about some comedies something like [ITEM]| have you ever seen [ITEM] ?| that's is very interesting and funny you should try them Yes I have seen that Movie it is very funny| i also would recommend you [ITEM]| There are many of those movies any of them are really awesome I also like [ITEM] and [ITEM] .| [ITEM] is one of the best if funny movies you are talking about|||||||||||||||||||||
 did you watch [ITEM] ? i could recommend you [ITEM] yes, I loved it.| hello I am looking for a comedy movie.| Tell what kind of movie would you like to watch?|||||||||||||||||||||||||
 There are many of those movies Im not sure if i saw american pie 2.| hello I am looking for a comedy movie.| Tell what kind of movie would you like to watch?| did you watch [ITEM] ? i could recommend you [ITEM] yes, I loved it.| American i could recommend you too [ITEM]|||||||||||||||||||||||
 Well, you should try them scary movie was good. The first one atleast| hello I am looking for a comedy movie.| Tell what kind of movie would you like to watch?| did you watch [ITEM] ? i could recommend you [ITEM] yes, I loved it.| American i could recommend you too [ITEM]| There are many of those movies Im not sure if i saw american pie 2.| Have you ever seen [ITEM] ?|||||||||||||||||||||
 i hope i have helped you you did thanks| hello I am looking for a comedy movie.| Tell what kind of movie would you like to watch?| did you watch [ITEM] ? i could recommend you [ITEM] yes, I loved it.| American i could recommend you too [ITEM]| There are many of those movies Im not sure if i saw american pie 2.| Have you ever seen [ITEM] ?| Well, you should try them scary movie was good. The first one atleast| You should watch [ITEM]|||||||||||||||||||
 What would you recommend me?| Hello i'm open to any movie I like old school horror movies like [ITEM] have you ever seen this one?||||||||||||||||||||||||||
 i watched [ITEM] and it scared me| Hello i'm open to any movie I like old school horror movies like [ITEM] have you ever seen this one?| What would you recommend me?| i have not seen them! i think i should try those movies The second one [ITEM] is great too.||||||||||||||||||||||||
 so are there two movies?| Hello i'm open to any movie I like old school horror movies like [ITEM] have you ever seen this one?| What would you recommend me?| i have not seen them! i think i should try those movies The second one [ITEM] is great too.| i watched [ITEM] and it scared me| I love that movie.||||||||||||||||||||||
 Ooh, i will try them| Hello i'm open to any movie I like old school horror movies like [ITEM] have you ever seen this one?| What would you recommend me?| i have not seen them! i think i should try those movies The second one [ITEM] is great too.| i watched [ITEM] and it scared me| I love that movie.| so are there two movies?| haha, i would not say the same i enjoyed [ITEM] the old one i think the old one is better than the new one There are more than two, [ITEM] , [ITEM] , and [ITEM] .||||||||||||||||||||
 i just watched [ITEM] and i liked it| hello i'm open to any movie Hi there. I would like to suggest some comedies you could watch, have you seen [ITEM] ?||||||||||||||||||||||||||
 So have you watched [ITEM] ?| hello i'm open to any movie Hi there. I would like to suggest some comedies you could watch, have you seen [ITEM] ?| i just watched [ITEM] and i liked it| i have not seen it but i watched [ITEM] and it was great i also watched [ITEM] It has Adam Sandler in it. I like so many of his movies like [ITEM] and [ITEM] and [ITEM]||||||||||||||||||||||||
 I always felt like the were super overrated. he also made a movie where he is gay but i don't remember the name| hello i'm open to any movie Hi there. I would like to suggest some comedies you could watch, have you seen [ITEM] ?| i just watched [ITEM] and i liked it| i have not seen it but i watched [ITEM] and it was great i also watched [ITEM] It has Adam Sandler in it. I like so many of his movies like [ITEM] and [ITEM] and [ITEM]| So have you watched [ITEM] ?| I didn't think the [ITEM] movies were that great||||||||||||||||||||||
 i think so, his old movies were better| hello i'm open to any movie Hi there. I would like to suggest some comedies you could watch, have you seen [ITEM] ?| i just watched [ITEM] and i liked it| i have not seen it but i watched [ITEM] and it was great i also watched [ITEM] It has Adam Sandler in it. I like so many of his movies like [ITEM] and [ITEM] and [ITEM]| So have you watched [ITEM] ?| I didn't think the [ITEM] movies were that great| I always felt like the were super overrated. he also made a movie where he is gay but i don't remember the name| I've seen [ITEM] but I don't like it as much as his older movies.||||||||||||||||||||
 i think funny movies would be great| Hello what kind of movies would you recommend me to watched with my friends? Hello, there is a movie that I have always enjoyed and I'm not sure what you would call the genre but the movie is [ITEM] have you ever seen this one?||||||||||||||||||||||||||
 i watched [ITEM] i liked very much!| Hello what kind of movies would you recommend me to watched with my friends? Hello, there is a movie that I have always enjoyed and I'm not sure what you would call the genre but the movie is [ITEM] have you ever seen this one?| i think funny movies would be great| Yes i watched it! it was really great! Well that one definitely isn't funny. How about [ITEM] or another classic [ITEM]||||||||||||||||||||||||
 i have not seen that mive| Hello what kind of movies would you recommend me to watched with my friends? Hello, there is a movie that I have always enjoyed and I'm not sure what you would call the genre but the movie is [ITEM] have you ever seen this one?| i think funny movies would be great| Yes i watched it! it was really great! Well that one definitely isn't funny. How about [ITEM] or another classic [ITEM]| i watched [ITEM] i liked very much!| I like that movie too.||||||||||||||||||||||
 yes and there is the another one [ITEM]| Hello what kind of movies would you recommend me to watched with my friends? Hello, there is a movie that I have always enjoyed and I'm not sure what you would call the genre but the movie is [ITEM] have you ever seen this one?| i think funny movies would be great| Yes i watched it! it was really great! Well that one definitely isn't funny. How about [ITEM] or another classic [ITEM]| i watched [ITEM] i liked very much!| I like that movie too.| i have not seen that mive| movie* sorry So funny and just ridiculous.||||||||||||||||||||
 thanks! Good bye| Hello what kind of movies would you recommend me to watched with my friends? Hello, there is a movie that I have always enjoyed and I'm not sure what you would call the genre but the movie is [ITEM] have you ever seen this one?| i think funny movies would be great| Yes i watched it! it was really great! Well that one definitely isn't funny. How about [ITEM] or another classic [ITEM]| i watched [ITEM] i liked very much!| I like that movie too.| i have not seen that mive| movie* sorry So funny and just ridiculous.| yes and there is the another one [ITEM]| i think i will try those movies I really love Chris Farley's movies [ITEM] is an all time favorite||||||||||||||||||
